geneID,transcript_id,class,condition,isoform_source,event_type,transcript_biotype,n_exons,strongest_rna_log2fc,mrna_len,protein_len,has_cds,short_protein,internal_stop,qc_pass,qc_flag
AT1G20830,AT1G20830.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.1234185950137725,1329,349,True,False,False,True,pass
AT3G22570,AT3G22570.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.1225600815193193,657,111,True,False,False,True,pass
AT2G27389,AT2G27389.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.121727917599107,788,186,True,False,False,True,pass
AT3G07950,AT3G07950.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.121681921505914,1392,304,True,False,False,True,pass
AT3G03010,AT3G03010.2,0,depleted,canonical_fallback,,protein_coding,8.0,1.1216436377091914,1098,179,True,False,False,True,pass
AT3G56070,AT3G56070.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.120410341154405,1102,176,True,False,False,True,pass
AT4G40090,AT4G40090.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1194448278431637,870,139,True,False,False,True,pass
AT2G18050,AT2G18050.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1187388374381242,961,167,True,False,False,True,pass
AT1G64065,AT1G64065.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1178875437597742,1275,214,True,False,False,True,pass
AT5G59380,AT5G59380.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.117304370306264,1089,225,True,False,False,True,pass
AT1G56660,AT1G56660.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1145473078100272,2326,522,True,False,False,True,pass
AT3G17860,AT3G17860.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.1113961284301286,1673,352,True,False,False,True,pass
AT4G21490,AT4G21490.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.1107444146418015,1943,580,True,False,False,True,pass
AT4G09840,AT4G09840.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.110264432800039,846,106,True,False,False,True,pass
AT3G53220,AT3G53220.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.1092622588729757,707,126,True,False,False,True,pass
AT5G43403,AT5G43403.1,0,depleted,canonical_fallback,,ncRNA,2.0,1.1092522278299124,873,0,False,False,False,False,no_CDS
AT5G39785,AT5G39785.4,0,depleted,canonical_fallback,,protein_coding,4.0,1.1081891789703364,2271,631,True,False,False,True,pass
AT1G63130,AT1G63130.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1075737574588729,2638,630,True,False,False,True,pass
AT2G42390,AT2G42390.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.1065041138432343,1048,212,True,False,False,True,pass
AT5G61455,AT5G61455.1,0,depleted,canonical_fallback,,snRNA,1.0,1.1056903815573071,831,0,False,False,False,False,no_CDS
AT1G11320,AT1G11320.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.1052211297608654,1906,424,True,False,False,True,pass
AT4G38910,AT4G38910.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.1051460403605329,1086,283,True,False,False,True,pass
AT4G00026,AT4G00026.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.1049874033509095,1703,269,True,False,False,True,pass
AT4G27654,AT4G27654.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1025006228650354,515,67,True,False,False,True,pass
AT5G25890,AT5G25890.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.1023592254777177,1390,175,True,False,False,True,pass
AT1G27060,AT1G27060.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.1017038568269863,1277,386,True,False,False,True,pass
AT3G48030,AT3G48030.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.1006009508937715,1050,349,True,False,False,True,pass
AT1G17020,AT1G17020.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.1002159403453349,1527,358,True,False,False,True,pass
AT1G62150,AT1G62150.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.100163590125455,1942,463,True,False,False,True,pass
AT1G79170,AT1G79170.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0996318500144604,255,84,True,False,False,True,pass
AT4G19985,AT4G19985.4,0,depleted,canonical_fallback,,protein_coding,4.0,1.0985445383083745,1365,269,True,False,False,True,pass
AT1G60660,AT1G60660.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0971140903129126,980,121,True,False,False,True,pass
AT2G35290,AT2G35290.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0970478249050104,980,121,True,False,False,True,pass
AT5G43270,AT5G43270.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.096628262817042,2381,419,True,False,False,True,pass
AT1G33040,AT1G33040.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.094180622238999,901,209,True,False,False,True,pass
AT2G01400,AT2G01400.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0941789690759864,1125,146,True,False,False,True,pass
AT4G13100,AT4G13100.2,0,depleted,canonical_fallback,,protein_coding,4.0,1.092432137746934,907,265,True,False,False,True,pass
AT5G43370,AT5G43370.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.092273743208328,1869,524,True,False,False,True,pass
AT2G22790,AT2G22790.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0897325683580856,1296,325,True,False,False,True,pass
AT1G59600,AT1G59600.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0897120307952453,1409,324,True,False,False,True,pass
AT1G62710,AT1G62710.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.0887834058791437,1783,486,True,False,False,True,pass
AT1G18382,AT1G18382.1,0,depleted,canonical_fallback,,lncRNA,2.0,1.0876990844357683,785,0,False,False,False,False,no_CDS
AT2G36885,AT2G36885.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.0873056637935927,1047,256,True,False,False,True,pass
AT3G51860,AT3G51860.2,0,depleted,canonical_fallback,,protein_coding,9.0,1.0857783416308342,1902,468,True,False,False,True,pass
AT3G23440,AT3G23440.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0856836069015574,1228,108,True,False,False,True,pass
AT5G40180,AT5G40180.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0848721519218891,795,64,True,False,False,True,pass
AT1G28370,AT1G28370.2,0,depleted,canonical_fallback,,protein_coding,1.0,1.0845691402985709,1165,204,True,False,False,True,pass
AT4G34570,AT4G34570.1,0,depleted,canonical_fallback,,protein_coding,12.0,1.0845510585755205,2054,565,True,False,False,True,pass
AT3G48115,AT3G48115.2,0,depleted,canonical_fallback,,ncRNA,1.0,1.0842129038489838,869,0,False,False,False,False,no_CDS
AT3G53040,AT3G53040.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0834604310506055,1700,479,True,False,False,True,pass
AT1G06160,AT1G06160.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.082435209595385,1086,244,True,False,False,True,pass
AT1G29280,AT1G29280.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0810955852421644,1555,259,True,False,False,True,pass
AT3G07720,AT3G07720.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.079192412802814,1431,329,True,False,False,True,pass
AT5G63660,AT5G63660.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0771606057018128,690,73,True,False,False,True,pass
AT5G01870,AT5G01870.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0754624627982716,693,116,True,False,False,True,pass
AT5G58230,AT5G58230.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.0749843559647676,1626,424,True,False,False,True,pass
AT5G43140,AT5G43140.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.0744883102524716,1168,254,True,False,False,True,pass
AT5G65207,AT5G65207.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.074184109017265,518,73,True,False,False,True,pass
AT5G05410,AT5G05410.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.073198346166368,1651,335,True,False,False,True,pass
AT1G53970,AT1G53970.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.0725970222648935,1258,97,True,False,False,True,pass
AT4G31530,AT4G31530.2,0,depleted,canonical_fallback,,protein_coding,9.0,1.0720587972692337,1220,338,True,False,False,True,pass
AT1G70760,AT1G70760.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0718822532392658,824,191,True,False,False,True,pass
AT3G62270,AT3G62270.1,0,depleted,canonical_fallback,,protein_coding,12.0,1.0709434485787637,2948,703,True,False,False,True,pass
AT5G14750,AT5G14750.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.06920376997269,981,203,True,False,False,True,pass
AT1G02130,AT1G02130.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.0691535727824717,1110,203,True,False,False,True,pass
AT1G73380,AT1G73380.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.0654695775944347,1571,434,True,False,False,True,pass
AT4G15390,AT4G15390.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0648860517895815,1727,446,True,False,False,True,pass
AT3G27270,AT3G27270.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.0647856112137797,1404,272,True,False,False,True,pass
AT3G44320,AT3G44320.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0637308950752171,1519,346,True,False,False,True,pass
AT1G16916,AT1G16916.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.0630556409564278,685,102,True,False,False,True,pass
AT1G01730,AT1G01730.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.062611908661251,1197,224,True,False,False,True,pass
AT3G46870,AT3G46870.2,0,depleted,canonical_fallback,,protein_coding,4.0,1.061743714985365,1131,269,True,False,False,True,pass
AT5G40330,AT5G40330.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0613884319861813,977,219,True,False,False,True,pass
AT1G75830,AT1G75830.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.060666617287122,435,80,True,False,False,True,pass
AT5G11600,AT5G11600.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.059993661995274,1051,242,True,False,False,True,pass
AT3G61962,AT3G61962.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0583771117560756,126,41,True,False,False,True,pass
AT1G08180,AT1G08180.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.056380823613853,958,111,True,False,False,True,pass
AT1G15840,AT1G15840.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.054777690876041,923,126,True,False,False,True,pass
AT5G63280,AT5G63280.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.054368584635351,1207,271,True,False,False,True,pass
AT2G04550,AT2G04550.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0542603472627936,1447,257,True,False,False,True,pass
AT5G21920,AT5G21920.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0538427507457977,1020,251,True,False,False,True,pass
AT3G09540,AT3G09540.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0531683478599967,1689,378,True,False,False,True,pass
AT3G44370,AT3G44370.1,0,depleted,canonical_fallback,,protein_coding,14.0,1.0515412088236795,2072,566,True,False,False,True,pass
AT2G30695,AT2G30695.2,0,depleted,canonical_fallback,,protein_coding,8.0,1.0497698033729457,1128,199,True,False,False,True,pass
AT1G66500,AT1G66500.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0495847400938068,1582,416,True,False,False,True,pass
AT1G30870,AT1G30870.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0486996851041164,1305,349,True,False,False,True,pass
AT1G16220,AT1G16220.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.048537878286516,2084,491,True,False,False,True,pass
AT2G39050,AT2G39050.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.0483045341075958,1383,317,True,False,False,True,pass
AT4G33310,AT4G33310.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0481111625038866,261,86,True,False,False,True,pass
AT1G04010,AT1G04010.1,0,depleted,canonical_fallback,,protein_coding,16.0,1.046212387373838,2669,633,True,False,False,True,pass
AT3G52072,AT3G52072.2,0,depleted,canonical_fallback,,lncRNA,2.0,1.0446919467640117,2516,0,False,False,False,False,no_CDS
AT3G44680,AT3G44680.1,0,depleted,canonical_fallback,,protein_coding,14.0,1.044409117327827,1788,426,True,False,False,True,pass
AT1G76860,AT1G76860.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0443564946709052,590,98,True,False,False,True,pass
AT1G77122,AT1G77122.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.0440230453444783,1118,323,True,False,False,True,pass
AT3G21790,AT3G21790.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0434338276811597,1725,495,True,False,False,True,pass
AT5G61310,AT5G61310.2,0,depleted,canonical_fallback,,protein_coding,1.0,1.0432962725220936,1658,64,True,False,False,True,pass
AT1G05210,AT1G05210.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0410955387720509,770,168,True,False,False,True,pass
AT3G05060,AT3G05060.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.04040854255794,2106,533,True,False,False,True,pass
AT3G23760,AT3G23760.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0383240890602086,882,194,True,False,False,True,pass
AT5G37770,AT5G37770.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0378820629249326,1737,161,True,False,False,True,pass
AT1G44790,AT1G44790.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.0374282609884198,931,199,True,False,False,True,pass
AT3G19220,AT3G19220.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0360877336940724,980,187,True,False,False,True,pass
AT1G55260,AT1G55260.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.03606321319278,1082,227,True,False,False,True,pass
AT5G54490,AT5G54490.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0358292765128911,1021,127,True,False,False,True,pass
AT3G62680,AT3G62680.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0347196634797442,1221,313,True,False,False,True,pass
AT1G68310,AT1G68310.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.0335594344712125,755,159,True,False,False,True,pass
AT1G76020,AT1G76020.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.033537758579713,1028,225,True,False,False,True,pass
AT5G63130,AT5G63130.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.0332061870598126,1676,192,True,False,False,True,pass
AT3G11270,AT3G11270.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.0327868441341015,1507,310,True,False,False,True,pass
AT2G19060,AT2G19060.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0322091294153912,1890,349,True,False,False,True,pass
AT5G05770,AT5G05770.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.031341905919707,429,122,True,False,False,True,pass
AT1G19320,AT1G19320.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.03017084884113,864,247,True,False,False,True,pass
AT1G77610,AT1G77610.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.030115559735772,1617,336,True,False,False,True,pass
AT1G54120,AT1G54120.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0300830553411409,626,124,True,False,False,True,pass
AT3G52561,AT3G52561.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0296074522966776,617,99,True,False,False,True,pass
AT5G47550,AT5G47550.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0286234175400144,866,122,True,False,False,True,pass
AT4G18372,AT4G18372.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0280138563462966,663,112,True,False,False,True,pass
AT1G01450,AT1G01450.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0277184893055973,1413,470,True,False,False,True,pass
AT3G24030,AT3G24030.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.027605619410223,876,276,True,False,False,True,pass
AT1G43800,AT1G43800.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0275090184118243,1490,391,True,False,False,True,pass
AT1G23130,AT1G23130.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0265307617229196,845,160,True,False,False,True,pass
AT1G49405,AT1G49405.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.026217553212231,995,152,True,False,False,True,pass
AT4G21190,AT4G21190.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.024998664182181,1313,307,True,False,False,True,pass
AT3G50920,AT3G50920.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.023723002986553,1178,279,True,False,False,True,pass
AT4G12440,AT4G12440.3,0,depleted,canonical_fallback,,protein_coding,6.0,1.021437796255581,907,182,True,False,False,True,pass
AT2G41780,AT2G41780.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0213947478304075,891,127,True,False,False,True,pass
AT2G19350,AT2G19350.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.0210139569574186,745,103,True,False,False,True,pass
AT2G06530,AT2G06530.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0204617451736515,1141,225,True,False,False,True,pass
AT1G07590,AT1G07590.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.0184154098567728,2407,534,True,False,False,True,pass
AT3G13710,AT3G13710.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.01816875978617,2294,188,True,False,False,True,pass
AT4G22310,AT4G22310.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0168777902451087,948,108,True,False,False,True,pass
AT2G03020,AT2G03020.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.0138949141063598,1133,255,True,False,False,True,pass
AT4G15230,AT4G15230.1,0,depleted,canonical_fallback,,protein_coding,25.0,1.0137377883467429,5109,1400,True,False,False,True,pass
AT4G09720,AT4G09720.3,0,depleted,canonical_fallback,,protein_coding,9.0,1.0133564174620278,1062,217,True,False,False,True,pass
AT5G20040,AT5G20040.3,0,depleted,canonical_fallback,,protein_coding,11.0,1.0131271149914884,1757,469,True,False,False,True,pass
AT5G65609,AT5G65609.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.012458545366118,529,60,True,False,False,True,pass
AT5G65770,AT5G65770.2,0,depleted,canonical_fallback,,protein_coding,7.0,1.0107605515781826,3129,1042,True,False,False,True,pass
AT3G15090,AT3G15090.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.0097987613731636,1613,366,True,False,False,True,pass
AT4G19230,AT4G19230.2,0,depleted,canonical_fallback,,protein_coding,7.0,1.0095560127106136,1995,484,True,False,False,True,pass
AT1G05790,AT1G05790.3,0,depleted,canonical_fallback,,protein_coding,14.0,1.0094015721922325,2614,722,True,False,False,True,pass
AT5G57120,AT5G57120.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.009171458551107,1385,330,True,False,False,True,pass
AT1G65240,AT1G65240.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.008803072481723,1698,475,True,False,False,True,pass
AT1G07620,AT1G07620.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.0058849966946448,2155,578,True,False,False,True,pass
AT4G15700,AT4G15700.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.0033608079086125,767,102,True,False,False,True,pass
AT3G19330,AT3G19330.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.002924375191754,1571,382,True,False,False,True,pass
AT1G15170,AT1G15170.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.0028810240902264,1950,481,True,False,False,True,pass
